,ResponseId,Dignity_1,Dignity_2,Dignity_3,Dignity_4,Dignity_5,Dignity_6,Face_1,Face_2,Face_3,Face_4,Face_5,Honour_1,Honour_2,Honour_3,Honour_4,SINS_1,SINS_2,SINS_3,SINS_4,SINS_5,SINS_6,SINS_7,SINS_8,SINS_9,SINS_10,SINS_11,SINS_12,SINS_13,SINS_14,SINS_15,SINS_16,SINS_17,SINS_18,SINS_19,SINS_20,SINS_21,SINS_22,SINS_23,SINS_24,SINS_25,SINS_26,SINS_27,SINS_28,SINS_29,SINS_30,SINS_31,SINS_32,Age,Gender,D6_1,D6_2,D6_3,D7,D7_9_TEXT,D8_1,D8_2,D8_3,D9,D10_1,D10_2,D10_3,Dignity_score,Face_score,Honour_score,Bio_Score,Bio_Birth
99,R_ThzUvucRIySpz0d,7.0,5.0,7.0,5.0,5.0,6.0,6.0,5.0,4.0,3.0,4.0,5.0,6.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,6.0,4.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,6.0,5.0,6.0,2.0,3.0,6.0,5.0,2.0,5.0,4.0,5.0,6.0,19.0,2.0,5,4,2,9,Netherlands,1,1,2,Chinese-Indonesian,4,4,2,14.0,7.333333333333333,5.066666666666666,0.0,1.0
100,R_Teh3eZym8UExnnb,6.0,6.0,7.0,6.0,6.0,5.0,7.0,3.0,1.0,3.0,4.0,5.0,7.0,5.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,20.0,2.0,5,5,5,9,Hong Kong and UK,5,5,5,White,4,4,4,14.4,6.0,6.133333333333333,0.0,0.0
101,R_1oGa3ffO2VujvIx,3.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,1.0,5.0,2.0,3.0,5.0,5.0,6.0,1.0,1.0,2.0,5.0,2.0,3.0,3.0,1.0,5.0,5.0,6.0,3.0,6.0,6.0,4.0,6.0,2.0,4.0,3.0,6.0,4.0,5.0,3.0,4.0,4.0,24.0,1.0,4,3,4,10,,,,,Irish,1,1,1,12.0,9.333333333333332,6.4,2.0,0.0
102,R_3DdpPlYbAKhBj49,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,4.0,4.0,5.0,3.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,6.0,4.0,5.0,4.0,4.0,59.0,3.0,5,4,4,9,USA,5,4,4,Asian,5,5,5,16.0,9.666666666666666,6.666666666666667,2.0,1.0
103,R_22YpEHnvFBSbY8m,7.0,6.0,6.0,7.0,6.0,6.0,5.0,4.0,5.0,3.0,5.0,5.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,2.0,2.0,4.0,5.0,5.0,3.0,1.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,3.0,23.0,2.0,4,2,2,10,,,,,Settler Australian/Austrian,4,4,4,15.200000000000001,7.333333333333333,6.133333333333333,0.0,0.0
104,R_3jffnUuTLpV7TBm,7.0,7.0,7.0,7.0,6.0,5.0,6.0,4.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,5.0,1.0,7.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,2.0,5.0,6.0,22.0,2.0,4,4,4,10,,,,,Irish,1,1,1,15.600000000000001,8.0,6.4,2.0,0.0
105,R_1P8lgPDzSsJxcmx,5.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,2.0,3.0,6.0,6.0,6.0,6.0,4.0,2.0,2.0,1.0,5.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,6.0,6.0,3.0,4.0,4.0,4.0,2.0,7.0,2.0,4.0,3.0,3.0,6.0,21.0,2.0,5,4,4,10,,,,,Italian & German ,4,4,4,15.200000000000001,7.333333333333333,5.866666666666666,0.0,0.0
106,R_3qKZAk6Pztnq7Gz,3.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,1.0,5.0,4.0,3.0,5.0,6.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,2.0,5.0,4.0,4.0,3.0,4.0,6.0,5.0,4.0,6.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,21.0,2.0,4,4,5,9,Australia ,4,4,4,Chinese ,5,5,5,10.4,10.666666666666666,6.666666666666667,2.0,1.0
107,R_3PjybQEZW1uV0Rv,5.0,4.0,5.0,6.0,6.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,7.0,7.0,6.0,4.0,4.0,2.0,6.0,2.0,7.0,5.0,4.0,1.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,20.0,2.0,5,3,4,9,"Singapore, Melbourne",5,3,4,Australian-Filipino,5,5,5,11.600000000000001,8.0,6.666666666666667,2.0,2.0
108,R_31u9uaHzACIhTDX,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,3.0,5.0,6.0,6.0,6.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,41.0,1.0,4,,1,9,Papua New Guinea,4,1,1,Northern European,1,1,1,14.4,7.666666666666666,6.133333333333333,0.0,0.0
109,R_2aE7COJcgRNmBFu,5.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,2.0,5.0,2.0,5.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0,6.0,6.0,5.0,5.0,6.0,3.0,6.0,5.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,5.0,18.0,2.0,4,4,5,10,,,,,Chinese,4,4,4,8.8,5.333333333333333,3.466666666666667,,2.0
110,R_1OiU61GnSZlOBqu,5.0,5.0,6.0,6.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,6.0,7.0,6.0,6.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,5.0,2.0,3.0,3.0,5.0,2.0,2.0,3.0,5.0,3.0,2.0,5.0,5.0,3.0,5.0,54.0,2.0,4,4,4,10,,,,,Australian,4,4,4,12.8,6.666666666666666,6.666666666666667,0.0,0.0
111,R_u53ah2WplZPfLbP,6.0,6.0,7.0,7.0,6.0,3.0,6.0,7.0,6.0,3.0,5.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,6.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,20.0,2.0,5,3,3,10,,,,,Anglo-Saxon,4,3,3,14.0,9.0,6.4,2.0,0.0
112,R_2Pcf26ZcR9gDt3W,3.0,4.0,4.0,3.0,2.0,3.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,2.0,2.0,7.0,7.0,2.0,6.0,6.0,5.0,2.0,3.0,6.0,2.0,2.0,7.0,7.0,6.0,7.0,6.0,7.0,2.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,24.0,2.0,5,2,1,9,Netherlands,4,3,3,Asian,5,2,2,7.6000000000000005,10.333333333333332,6.4,1.0,1.0
113,R_2CwQEI7AbM6xKqY,5.0,6.0,6.0,5.0,5.0,3.0,4.0,6.0,6.0,3.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,23.0,2.0,4,3,1,10,,,,,Anglo/White,2,2,2,12.0,8.333333333333332,2.4,2.0,0.0
114,R_24nMZF5L6NxQBWC,7.0,7.0,7.0,7.0,6.0,7.0,3.0,5.0,6.0,2.0,6.0,6.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,21.0,2.0,3,4,4,10,,,,,English,1,1,1,16.400000000000002,7.333333333333333,5.866666666666666,0.0,0.0
115,R_2f9FVPifhXHSTxC,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,4.0,2.0,5.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,42.0,2.0,5,5,3,10,,,,,Australian,5,5,,16.0,7.333333333333333,7.466666666666667,,0.0
116,R_abYLYX3L0jJLhYJ,5.0,2.0,3.0,5.0,1.0,5.0,5.0,7.0,5.0,2.0,6.0,3.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,2.0,7.0,7.0,2.0,2.0,1.0,4.0,3.0,3.0,6.0,2.0,2.0,6.0,5.0,2.0,7.0,7.0,7.0,6.0,4.0,6.0,7.0,6.0,2.0,6.0,7.0,6.0,7.0,20.0,2.0,4,4,4,10,,,,,White,2,1,4,8.4,8.333333333333332,4.266666666666667,1.0,0.0
117,R_2rHfZZb2PP5CJzu,5.0,5.0,6.0,6.0,5.0,3.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,68.0,1.0,4,4,4,10,,,,,English ,4,4,3,12.0,9.333333333333332,6.4,2.0,0.0
118,R_3j22iwm7eASOuRl,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,1.0,4,3,4,9,Australia and Singapore,4,4,4,Chinese,4,4,4,11.200000000000001,8.666666666666666,4.533333333333333,2.0,1.0
119,R_1LG1RDGW99NSdan,6.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,2.0,3.0,1.0,5.0,4.0,6.0,6.0,5.0,2.0,6.0,2.0,4.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,6.0,3.0,4.0,21.0,1.0,5,4,4,10,,,,,Chinese,5,4,4,9.600000000000001,8.0,6.4,1.0,1.0
120,R_1QJvRdC32O9ej3f,5.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,26.0,1.0,4,3,3,10,,,,,Caucasian ,3,5,3,12.8,7.0,4.8,0.0,2.0
121,R_2PdoQGoDM2FY9oW,5.0,5.0,7.0,7.0,7.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,6.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,4.0,2.0,6.0,4.0,4.0,2.0,1.0,4.0,5.0,6.0,4.0,5.0,4.0,4.0,6.0,57.0,1.0,5,4,3,9,Fiji and Mexico,4,2,1,Australian ,5,4,2,13.200000000000001,7.333333333333333,5.866666666666666,0.0,0.0
122,R_3RsdpsJUhx0Sm4k,6.0,3.0,6.0,6.0,6.0,4.0,4.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,1.0,2.0,2.0,5.0,3.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,6.0,2.0,5.0,5.0,1.0,5.0,6.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,56.0,2.0,4,4,4,9,Central America,1,1,3,Australian,5,4,4,12.4,8.0,6.133333333333333,2.0,0.0
123,R_2atnrtHe2KQsaoM,6.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,4.0,2.0,6.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,6.0,5.0,5.0,6.0,7.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,30.0,2.0,3,4,4,9,New Zealand,5,4,5,Chinese,4,4,4,16.400000000000002,7.666666666666666,4.266666666666667,0.0,1.0
124,R_2WCppBUlX0PR9sw,6.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,21.0,2.0,4,5,5,9,"Hong Kong, America ",4,4,4,Italian ,4,4,4,14.8,8.666666666666666,6.4,2.0,0.0
125,R_UfOXWj94KrCsdUd,7.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,6.0,4.0,4.0,5.0,22.0,2.0,4,5,5,9,Hong Kong ,4,3,2,Australian,4,5,5,16.400000000000002,9.0,5.6,2.0,0.0
126,R_2b2W05NnjFpHwEX,5.0,3.0,3.0,3.0,5.0,3.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,2.0,6.0,5.0,4.0,5.0,6.0,5.0,3.0,6.0,6.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,6.0,4.0,4.0,5.0,21.0,3.0,4,4,2,10,,,,,Khmer,4,4,2,8.8,9.333333333333332,6.4,1.0,2.0
127,R_wN3pWSedoXSSg5H,1.0,7.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,6.0,2.0,6.0,2.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,3.0,7.0,2.0,7.0,7.0,7.0,3.0,6.0,7.0,5.0,2.0,7.0,2.0,45.0,1.0,5,5,5,10,,,,,,5,5,5,4.800000000000001,11.666666666666666,6.666666666666667,1.0,1.0
128,R_3D0cNM3JIjTQJbH,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,,2.0,1,1,1,10,,,,,Japanese and chinese ,5,5,5,4.800000000000001,11.666666666666666,5.333333333333333,1.0,2.0
129,R_2ROIiqQnZc7lPlA,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,1.0,5.0,1.0,2.0,3.0,7.0,2.0,7.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,30.0,1.0,5,5,5,9,AUS,5,5,5,KOREAN ASIAN,5,5,5,2.4000000000000004,11.666666666666666,5.333333333333333,1.0,1.0
130,R_1i3PddALpRYPNoF,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,2.0,5.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,23.0,1.0,4,5,4,10,,,,,ASIAN ,5,2,5,2.4000000000000004,11.333333333333332,2.933333333333333,1.0,2.0
131,R_qRyGu7AO4n08vcJ,5.0,6.0,6.0,6.0,5.0,2.0,5.0,5.0,6.0,2.0,5.0,5.0,6.0,6.0,5.0,3.0,2.0,1.0,4.0,4.0,6.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,3.0,6.0,5.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,6.0,20.0,1.0,2,2,2,10,,,,,Greek,3,3,2,12.0,7.666666666666666,5.866666666666666,0.0,0.0
132,R_1gOBKni4idknFhl,2.0,6.0,7.0,6.0,7.0,2.0,6.0,6.0,7.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,5.0,20.0,2.0,4,4,4,10,,,,,Italian,4,4,4,12.0,9.0,6.4,2.0,0.0
133,R_bjcJH0qYxehC0cF,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,7.0,5.0,4.0,1.0,1.0,5.0,3.0,6.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,21.0,1.0,5,5,4,10,,,,,Italian,5,5,4,15.200000000000001,9.0,6.4,2.0,0.0
134,R_25EDoPixaApKDq2,7.0,7.0,7.0,7.0,7.0,6.0,6.0,3.0,6.0,2.0,5.0,6.0,7.0,7.0,7.0,1.0,2.0,1.0,6.0,1.0,7.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,5.0,7.0,5.0,6.0,5.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,5.0,5.0,3.0,5.0,28.0,2.0,4,5,4,9,America,2,1,1,Italian ,4,4,5,16.400000000000002,7.333333333333333,7.2,,0.0
135,R_3xAVGLxdFVa4dxv,7.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,54.0,2.0,5,5,4,9,Italy ,5,5,4,Australian,5,5,4,15.600000000000001,9.666666666666666,6.133333333333333,2.0,0.0
136,R_3RkkFwnCl0iCNtA,5.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,5.0,6.0,5.0,6.0,6.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,21.0,1.0,5,5,5,9,,5,5,5,no,4,4,3,10.8,8.666666666666666,5.333333333333333,2.0,1.0
137,R_1kNc4KRqOCtoNJN,5.0,5.0,2.0,3.0,5.0,2.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,33.0,2.0,5,5,5,9,Australia,2,1,2,Han,5,5,5,8.8,11.0,7.466666666666667,,1.0
138,R_ZIYQfJphMl3knYt,4.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,3.0,2.0,3.0,5.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0,5.0,6.0,6.0,3.0,1.0,5.0,6.0,5.0,2.0,5.0,2.0,2.0,4.0,7.0,6.0,6.0,7.0,4.0,7.0,2.0,4.0,2.0,7.0,1.0,6.0,7.0,3.0,7.0,21.0,1.0,1,2,2,9,Australia,2,3,2,Chinese,2,3,2,7.2,5.333333333333333,6.133333333333333,,1.0
139,R_1FbVbIyqZDb6jQ8,6.0,7.0,7.0,4.0,7.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,6.0,5.0,2.0,5.0,4.0,6.0,6.0,5.0,5.0,3.0,6.0,6.0,6.0,6.0,7.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,22.0,1.0,4,4,4,10,,,,,Aisan,4,4,4,14.4,9.333333333333332,4.533333333333333,2.0,1.0
140,R_12sXx5IWa0JX2v3,6.0,2.0,4.0,3.0,3.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,6.0,5.0,3.0,4.0,6.0,5.0,6.0,3.0,3.0,3.0,6.0,3.0,5.0,2.0,5.0,6.0,21.0,2.0,5,5,5,10,,,,,Chinese,5,5,5,8.0,9.0,6.4,1.0,1.0
141,R_3Hhn5shhM8hruSJ,1.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,6.0,3.0,6.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,5.0,4.0,1.0,5.0,3.0,3.0,22.0,1.0,3,3,3,9,Australia,1,1,2,Chinese,2,2,2,8.0,4.333333333333333,4.266666666666667,,1.0
142,R_3gUvFnbOB3Qqom1,6.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,30.0,2.0,4,5,4,9,AUS ,4,4,4,,3,3,3,15.600000000000001,11.333333333333332,6.933333333333334,2.0,0.0
143,R_3Dbk0SSEh9EYnNI,4.0,6.0,7.0,6.0,5.0,6.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,20.0,2.0,5,4,4,10,,,,,Irish ,1,1,1,13.600000000000001,8.0,5.066666666666666,2.0,0.0
144,R_Qd0BWEOKd8jCnIJ,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,,2.0,4,4,5,9,Australia,3,4,4,Hong kong,4,5,5,15.600000000000001,10.333333333333332,6.133333333333333,2.0,1.0
145,R_9TTCIyZ7AY6xjjP,4.0,5.0,6.0,4.0,7.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,50.0,2.0,5,2,2,9,New Zealand ,4,2,1,Non,3,1,1,12.0,6.333333333333333,5.333333333333333,0.0,0.0
146,R_bE4BRhrSvnvkPTz,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,24.0,2.0,4,5,4,10,,,,,Caucasian ,4,5,4,14.4,9.333333333333332,5.066666666666666,2.0,0.0
147,R_1irFjsEscNnTcab,6.0,6.0,7.0,6.0,6.0,6.0,5.0,7.0,7.0,5.0,6.0,3.0,5.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,20.0,2.0,4,4,4,10,,,,,Italian ,4,5,5,14.8,10.0,3.466666666666667,2.0,0.0
148,R_ZFbSS7ZyTc3oslX,6.0,6.0,6.0,7.0,7.0,6.0,5.0,3.0,2.0,3.0,6.0,6.0,7.0,7.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,5.0,6.0,2.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,6.0,2.0,4.0,2.0,4.0,3.0,23.0,2.0,4,3,4,10,,,,,English/Irish ,2,2,4,15.200000000000001,6.333333333333333,6.666666666666667,0.0,0.0
