,ResponseId,Dignity_1,Dignity_2,Dignity_3,Dignity_4,Dignity_5,Dignity_6,Face_1,Face_2,Face_3,Face_4,Face_5,Honour_1,Honour_2,Honour_3,Honour_4,SINS_1,SINS_2,SINS_3,SINS_4,SINS_5,SINS_6,SINS_7,SINS_8,SINS_9,SINS_10,SINS_11,SINS_12,SINS_13,SINS_14,SINS_15,SINS_16,SINS_17,SINS_18,SINS_19,SINS_20,SINS_21,SINS_22,SINS_23,SINS_24,SINS_25,SINS_26,SINS_27,SINS_28,SINS_29,SINS_30,SINS_31,SINS_32,Age,Gender,MBorn,FBorn,Born,D6_1,D6_2,D6_3,D7,D7_9_TEXT,D8_1,D8_2,D8_3,D9,D10_1,D10_2,D10_3,Father,Mother,Me,Bio_birth
74,R_1j6ur7c3pbkd09A,6.0,5,5,6,7,2,7,7,7,2,6,6,5,5,6,2.0,2,4,2,2,5,5,4,1,2,3,1,5,5,2,4,5,5,2,4,4,6,3,3,4,3,5,2,4,3,2,3,21,2.0,indonesia,indonesia ,indonesia ,3,4,3,9,Australia,4,3,4,,4,4,4,2.0,2.0,2.0,999.0
75,R_8cfszMsNG7ac6wV,6.0,6,6,4,3,2,6,6,5,4,5,6,7,6,6,1.0,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,3,4,3,4,6,4,2,2,1,3,4,2,4,2,2,4,22,2.0,indonesia,indonesia,indonesia,4,2,2,10,,,,,Asian,4,4,4,2.0,2.0,2.0,999.0
76,R_25z1E67g35epKIj,7.0,7,7,5,2,2,4,3,5,1,6,5,5,5,4,1.0,3,1,3,1,6,4,3,1,3,3,5,2,2,2,2,4,3,3,4,3,4,2,3,3,3,5,2,4,4,5,6,23,1.0,australia,greece,australia,5,5,3,10,,,,,Greek,4,3,3,1.0,1.0,1.0,1.0
77,R_w4QWQGy5AwM4Hqp,4.0,6,6,6,6,6,6,4,4,4,5,4,5,5,6,4.0,3,2,2,4,6,3,4,3,3,3,4,5,5,2,4,5,5,5,4,4,6,5,5,4,4,5,5,5,3,4,6,21,1.0,indonesia,indonesia,indonesia,2,2,3,9,Australia,4,4,4,Chinese,4,4,4,2.0,2.0,2.0,999.0
78,R_6sPux6CV2kJD59n,5.0,5,7,5,7,2,3,6,5,5,6,6,6,6,7,5.0,5,2,5,7,7,7,4,2,3,6,6,7,7,4,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,6,20,2.0,indonesia,indonesia,indonesia,4,5,5,9,Australia,5,5,5,Asian,5,5,5,2.0,2.0,2.0,999.0
79,R_O9YudYsTMKuB6sp,6.0,5,5,6,7,7,5,5,6,4,5,3,5,5,5,4.0,2,2,4,1,3,4,2,2,2,3,1,2,3,3,1,4,1,4,4,4,3,1,4,3,2,5,2,4,4,3,5,20,2.0,australia,australia,australia,3,3,3,10,,,,,Greek,4,4,4,1.0,1.0,1.0,1.0
80,R_1BShSyFmCVRuOtR,3.0,5,3,1,2,6,2,6,6,6,6,5,6,6,6,3.0,2,2,4,2,3,5,3,3,2,2,3,2,2,4,2,5,4,2,4,5,5,2,5,2,5,5,4,4,4,4,6,21,2.0,australia ,australia ,australia,2,3,3,10,,,,,Greek,4,4,4,1.0,1.0,1.0,1.0
81,R_1d6tjN4sYKfxVi9,5.0,5,5,6,6,4,5,6,6,5,6,6,6,6,5,1.0,1,1,2,2,5,3,1,1,1,2,2,1,1,1,1,6,4,1,4,2,4,1,1,3,3,4,2,3,3,1,6,,2.0,china,australia ,australia ,4,3,3,10,,,,,,4,4,3,1.0,2.0,1.0,2.0
82,R_1N4iWDkV5q8DEbk,6.0,6,6,5,6,7,6,5,7,2,5,4,5,4,5,1.0,1,1,3,1,4,1,1,1,2,1,1,1,1,1,2,2,2,3,2,1,2,2,1,3,3,2,2,2,3,1,2,69,2.0,australia,australia,australua,3,4,4,9,Europe and Papua New Guinea,4,4,4,Australia,4,4,4,1.0,1.0,1.0,1.0
83,R_qUWeqAmw0dE94Ep,5.0,3,3,5,4,3,5,6,6,4,5,5,5,5,5,3.0,3,5,3,6,6,6,3,3,7,7,2,4,5,6,5,4,7,7,6,6,6,5,6,6,6,6,7,5,6,6,7,26,1.0,"sydney, nsw, australia ","little rock, arkansas, usa",australia ,5,4,4,9,,4,4,4,USA/Australian ,5,4,4,1.0,1.0,1.0,1.0
84,R_3huP9dBC2T8Zqy0,6.0,6,7,4,5,6,5,3,6,4,5,6,4,5,3,1.0,3,1,5,2,1,4,3,2,2,3,2,2,4,2,2,4,1,3,3,1,4,2,2,2,5,4,4,4,4,3,6,20,2.0,australia,australia,australia,2,3,2,10,,,,,"Australian, Welsh",1,1,2,1.0,1.0,1.0,1.0
85,R_3Ic2lwgqcKmgNIv,5.0,5,6,6,6,5,6,5,5,6,6,5,6,5,5,3.0,4,2,4,3,4,4,3,2,3,4,2,3,3,2,3,4,4,2,4,5,4,4,3,4,3,4,4,4,5,4,4,20,2.0,australia ,australia ,australia ,4,3,3,10,,,,,Italian ,4,4,3,1.0,1.0,1.0,1.0
86,R_Os6bAcvXpfUhbXz,6.0,5,6,5,7,7,7,6,6,6,7,7,7,7,6,1.0,3,1,2,2,6,6,2,2,2,3,4,2,5,4,2,5,3,3,6,4,4,4,3,2,2,4,2,6,3,4,3,20,2.0,indonesia ,indonesia ,indonesia ,4,4,5,9,australia,4,2,3,Asian,5,4,5,2.0,2.0,2.0,999.0
87,R_2rIUzCxtWZO2mZt,6.0,7,6,6,6,6,4,5,3,2,4,5,6,6,6,1.0,4,3,2,6,7,7,1,4,4,2,2,6,7,1,1,5,7,6,6,5,5,4,5,6,5,5,4,6,4,5,6,22,1.0,indonesia,indonesia,indonesia ,5,3,4,10,,,,,Chinese,4,4,4,2.0,2.0,2.0,999.0
88,R_V3AN14H6X6ebCSZ,6.0,6,6,6,7,4,2,5,4,2,6,6,7,6,6,7.0,7,3,6,4,6,6,6,6,4,5,6,6,4,5,5,6,6,5,5,6,6,6,5,5,5,6,4,6,4,4,6,30,1.0,korea,korea,korea,3,1,1,9,Australia,3,1,1,Korean,4,1,1,2.0,2.0,2.0,999.0
89,R_21FHcnG91p81ut4,4.0,5,6,6,6,2,5,5,6,3,6,6,4,4,4,2.0,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,,2,2,2,2,2,2,2,2,3,2,2,2,2,4,48,1.0,australia,australia,australia,4,3,3,10,,,,,,,,,1.0,1.0,1.0,1.0
90,R_21snQ9LhMUoKAK4,6.0,6,6,6,6,5,7,6,5,5,5,5,5,5,5,2.0,3,2,3,2,2,2,2,1,2,2,2,2,1,2,1,2,3,2,2,1,2,2,1,1,2,2,2,3,1,2,,21,2.0,scotland,austria,australia,4,4,4,9,England ,4,4,4,,3,3,3,1.0,1.0,1.0,1.0
91,R_1JXFm4NVvR9QCnq,6.0,5,5,5,4,3,3,5,6,4,6,7,7,7,5,2.0,2,2,3,2,4,5,3,2,2,3,2,2,3,2,2,4,4,3,5,5,4,5,3,2,3,5,5,4,5,4,4,21,2.0,australia,australia,australia,5,5,5,10,,,,,White,4,4,5,1.0,1.0,1.0,1.0
92,R_2YboSFhThupCl5r,6.0,4,7,4,7,3,6,4,5,2,6,3,3,5,2,2.0,4,2,5,3,5,4,3,4,3,5,5,3,2,3,4,5,5,4,5,5,5,4,5,5,6,6,4,4,5,3,5,22,2.0,indonesia,indonesia,indonesia,4,2,2,10,,,,,Chinese,2,2,2,2.0,2.0,2.0,999.0
93,R_1XNM2O5RsuKUsh3,6.0,7,7,7,7,6,2,5,5,2,6,3,6,6,2,1.0,2,1,6,1,7,5,3,2,3,5,3,1,6,3,2,5,6,2,6,6,3,3,4,5,6,6,4,2,6,5,7,20,2.0,vietnam,vietnam,australia,4,4,5,10,,,,,Vietnamese,2,2,2,2.0,2.0,1.0,2.0
94,R_1dAl38KAeXkGu61,6.0,6,6,6,6,4,3,2,3,3,6,6,6,5,5,2.0,3,2,2,1,6,5,2,2,5,3,4,3,5,3,4,5,5,3,5,6,5,5,3,4,3,5,3,5,4,3,3,23,2.0,england,japan ,australia ,4,5,4,,,4,2,4,Half Japanese ,3,4,,2.0,1.0,1.0,2.0
95,R_10pVSqxDJKRz2PW,6.0,5,7,7,3,5,4,3,6,5,7,5,6,6,4,5.0,1,1,1,1,7,5,5,3,3,2,2,1,5,5,2,5,6,5,6,6,6,4,3,5,5,5,5,6,5,2,7,20,2.0,vietnam,scotland,australia,4,3,2,10,,,,,Vietnamese / Scottish,4,5,5,1.0,2.0,1.0,2.0
96,R_3Jk06O7ctIKlbC8,7.0,7,7,7,7,5,2,5,5,2,4,5,6,6,3,3.0,2,1,3,1,7,7,3,3,5,7,3,2,7,2,1,4,4,4,4,6,5,3,4,5,5,5,5,4,5,4,,22,2.0,melbourne,melbourne,australia,2,3,3,10,,,,,,2,3,3,1.0,1.0,1.0,1.0
97,R_3kpoVBoor2sddjK,7.0,5,5,5,7,5,3,5,4,4,6,5,5,5,5,1.0,1,2,3,3,4,2,2,2,2,2,2,4,4,2,2,4,4,1,4,4,4,5,1,2,4,4,1,4,4,4,4,19,2.0,thailand,australia,australia,4,4,4,9,Vietnam,4,2,1,Mixed Thai-Australian,4,4,4,1.0,2.0,1.0,2.0
98,R_1DAA4LnPmESx5ms,6.0,7,7,7,4,6,1,5,6,4,5,7,6,6,4,6.0,4,2,5,2,6,6,2,2,2,2,2,2,6,4,3,6,4,1,6,6,2,2,2,3,2,5,4,4,4,5,6,21,2.0,australia ,australia ,australia ,5,5,5,10,,,,,Australian ,5,5,5,1.0,1.0,1.0,1.0
99,R_ThzUvucRIySpz0d,7.0,5,7,5,5,6,6,5,4,3,4,5,6,4,4,2.0,2,2,4,3,6,4,2,2,5,4,2,2,2,2,2,5,5,2,5,6,5,6,2,3,6,5,2,5,4,5,6,19,2.0,indonesia,indonesia,indonesia,5,4,2,9,Netherlands,1,1,2,Chinese-Indonesian,4,4,2,2.0,2.0,2.0,999.0
100,R_Teh3eZym8UExnnb,6.0,6,7,6,6,5,7,3,1,3,4,5,7,5,6,2.0,3,2,2,2,2,5,4,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,5,2,2,5,20,2.0,scotland,belgium,belgium,5,5,5,9,Hong Kong and UK,5,5,5,White,4,4,4,1.0,1.0,1.0,1.0
101,R_1oGa3ffO2VujvIx,3.0,5,5,6,6,5,6,5,6,6,5,6,6,6,6,1.0,5,2,3,5,5,6,1,1,2,5,2,3,3,1,5,5,6,3,6,6,4,6,2,4,3,6,4,5,3,4,4,24,1.0,victoria,victoria,australia,4,3,4,10,,,,,Irish,1,1,1,1.0,1.0,1.0,1.0
102,R_3DdpPlYbAKhBj49,7.0,7,7,7,7,5,7,5,6,6,5,6,7,6,6,4.0,4,5,3,5,5,6,5,4,4,5,5,5,5,3,3,5,4,3,5,5,3,4,5,4,4,5,6,4,5,4,4,59,3.0,thailand,thailand,thailand,5,4,4,9,USA,5,4,4,Asian,5,5,5,2.0,2.0,2.0,999.0
103,R_22YpEHnvFBSbY8m,7.0,6,6,7,6,6,5,4,5,3,5,5,6,6,6,1.0,2,1,1,2,4,3,2,1,3,1,1,2,3,1,1,6,2,2,4,5,5,3,1,3,2,5,3,5,3,2,3,23,2.0,australia,australia ,australia ,4,2,2,10,,,,,Settler Australian/Austrian,4,4,4,1.0,1.0,1.0,1.0
104,R_3jffnUuTLpV7TBm,7.0,7,7,7,6,5,6,4,5,3,6,6,6,6,6,1.0,2,1,5,1,7,4,1,1,3,5,1,1,3,1,1,6,5,5,5,5,5,3,3,3,3,5,1,5,2,5,6,22,2.0,healesville ,morwell,australia ,4,4,4,10,,,,,Irish,1,1,1,1.0,1.0,1.0,1.0
105,R_1P8lgPDzSsJxcmx,5.0,7,7,7,6,6,6,5,2,3,6,6,6,6,4,2.0,2,1,5,3,3,5,2,2,2,2,2,3,2,2,1,4,3,2,6,6,3,4,4,4,2,7,2,4,3,3,6,21,2.0,australia,australia ,australia ,5,4,4,10,,,,,Italian & German ,4,4,4,1.0,1.0,1.0,1.0
106,R_3qKZAk6Pztnq7Gz,3.0,5,5,4,4,5,5,6,7,7,7,5,6,7,7,1.0,5,4,3,5,6,4,2,2,3,3,4,4,6,2,5,4,4,3,4,6,5,4,6,3,5,3,3,5,5,5,4,21,2.0,malaysia ,malaysia ,malaysia ,4,4,5,9,Australia ,4,4,4,Chinese ,5,5,5,2.0,2.0,2.0,999.0
107,R_3PjybQEZW1uV0Rv,5.0,4,5,6,6,3,3,5,5,5,6,5,7,7,6,4.0,4,2,6,2,7,5,4,1,5,5,2,2,3,3,3,4,3,3,3,5,3,2,2,3,3,4,5,4,4,4,4,20,2.0,philippines,australia,hong kong,5,3,4,9,"Singapore, Melbourne",5,3,4,Australian-Filipino,5,5,5,1.0,2.0,2.0,2.0
108,R_31u9uaHzACIhTDX,6.0,6,6,6,6,6,6,4,5,3,5,6,6,6,5,2.0,1,1,1,1,4,1,1,2,2,1,2,1,1,4,1,2,3,2,2,2,1,2,2,4,4,2,1,1,1,2,4,41,1.0,australia,australia,australia,4,,1,9,Papua New Guinea,4,1,1,Northern European,1,1,1,1.0,1.0,1.0,1.0
109,R_2aE7COJcgRNmBFu,5.0,3,3,3,5,3,2,5,2,2,5,2,5,3,3,5.0,3,2,5,3,6,6,5,5,6,3,6,5,6,3,3,6,6,3,6,6,6,5,2,3,3,5,4,5,3,3,5,18,2.0,hong kong,vietnam,australia,4,4,5,10,,,,,Chinese,4,4,4,2.0,2.0,1.0,2.0
110,R_1OiU61GnSZlOBqu,5.0,5,6,6,5,5,2,5,5,3,5,6,7,6,6,1.0,2,1,2,5,5,5,2,2,5,2,2,2,3,1,2,2,5,2,3,3,5,2,2,3,5,3,2,5,5,3,5,54,2.0,australia,australia,australia,4,4,4,10,,,,,Australian,4,4,4,1.0,1.0,1.0,1.0
111,R_u53ah2WplZPfLbP,6.0,6,7,7,6,3,6,7,6,3,5,6,6,6,6,1.0,1,1,1,1,5,2,1,1,1,1,1,1,2,1,1,4,6,1,2,6,2,6,1,2,1,2,4,2,1,1,3,20,2.0,australia ,australia ,australia ,5,3,3,10,,,,,Anglo-Saxon,4,3,3,1.0,1.0,1.0,1.0
112,R_2Pcf26ZcR9gDt3W,3.0,4,4,3,2,3,6,6,6,7,6,6,6,6,6,2.0,2,1,2,2,7,7,2,6,6,5,2,3,6,2,2,7,7,6,7,6,7,2,7,6,7,7,7,7,7,6,7,24,2.0,indonesi,indonesia,indonesia,5,2,1,9,Netherlands,4,3,3,Asian,5,2,2,2.0,2.0,2.0,999.0
113,R_2CwQEI7AbM6xKqY,5.0,6,6,5,5,3,4,6,6,3,6,2,3,2,2,1.0,2,1,2,2,4,4,2,1,3,2,1,1,4,1,1,3,1,2,3,2,4,4,1,2,3,4,2,2,4,1,4,23,2.0,melbourne,london,australia,4,3,1,10,,,,,Anglo/White,2,2,2,1.0,1.0,1.0,1.0
114,R_24nMZF5L6NxQBWC,7.0,7,7,7,6,7,3,5,6,2,6,6,6,6,4,1.0,1,1,1,1,2,2,1,1,1,1,1,1,5,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,1,2,5,21,2.0,australia,australia,australia,3,4,4,10,,,,,English,1,1,1,1.0,1.0,1.0,1.0
115,R_2f9FVPifhXHSTxC,7.0,7,7,7,6,6,6,5,4,2,5,7,7,7,7,1.0,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,4,42,2.0,australia,australia,australia,5,5,3,10,,,,,Australian,5,5,,1.0,1.0,1.0,1.0
116,R_abYLYX3L0jJLhYJ,5.0,2,3,5,1,5,5,7,5,2,6,3,5,3,5,4.0,5,2,5,2,7,7,2,2,1,4,3,3,6,2,2,6,5,2,7,7,7,6,4,6,7,6,2,6,7,6,7,20,2.0,sydney,sydney,australia,4,4,4,10,,,,,White,2,1,4,1.0,1.0,1.0,1.0
117,R_2rHfZZb2PP5CJzu,5.0,5,6,6,5,3,5,6,6,5,6,6,6,6,6,1.0,2,1,3,3,4,4,2,2,3,2,2,3,4,3,2,4,3,3,4,3,3,3,3,3,4,4,3,3,4,3,3,68,1.0,australia,australia,australia,4,4,4,10,,,,,English ,4,4,3,1.0,1.0,1.0,1.0
118,R_3j22iwm7eASOuRl,4.0,5,5,4,5,5,5,5,5,5,6,5,4,4,4,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,21,1.0,china ,china ,china ,4,3,4,9,Australia and Singapore,4,4,4,Chinese,4,4,4,2.0,2.0,2.0,999.0
119,R_1LG1RDGW99NSdan,6.0,4,4,4,4,2,5,5,5,4,5,6,6,6,6,2.0,3,1,5,4,6,6,5,2,6,2,4,6,5,4,4,5,4,5,5,3,3,4,3,4,5,5,4,5,6,3,4,21,1.0,asia,asia,china,5,4,4,10,,,,,Chinese,5,4,4,2.0,2.0,2.0,999.0
120,R_1QJvRdC32O9ej3f,5.0,5,6,5,6,5,4,4,5,3,5,5,5,3,5,2.0,2,2,3,1,4,4,3,2,3,3,2,2,4,2,2,4,4,3,4,4,4,3,3,3,4,4,3,4,4,4,4,26,1.0,los angeles ,los angeles ,hong kong ,4,3,3,10,,,,,Caucasian ,3,5,3,1.0,1.0,2.0,2.0
121,R_2PdoQGoDM2FY9oW,5.0,5,7,7,7,2,5,5,5,2,5,5,6,6,5,1.0,1,1,2,1,6,5,1,2,1,2,1,2,3,1,1,5,4,2,6,4,4,2,1,4,5,6,4,5,4,4,6,57,1.0,australia ,australia ,australia ,5,4,3,9,Fiji and Mexico,4,2,1,Australian ,5,4,2,1.0,1.0,1.0,1.0
122,R_3RsdpsJUhx0Sm4k,6.0,3,6,6,6,4,4,6,5,4,5,6,6,6,5,1.0,2,2,5,3,6,2,1,1,2,1,1,1,4,6,2,5,5,1,5,6,1,4,1,4,4,4,4,4,3,2,5,56,2.0,australia,australia,australia,4,4,4,9,Central America,1,1,3,Australian,5,4,4,1.0,1.0,1.0,1.0
123,R_2atnrtHe2KQsaoM,6.0,7,7,7,7,7,6,5,4,2,6,4,4,4,4,1.0,1,2,1,5,7,6,1,1,1,1,1,2,2,1,5,6,5,5,6,7,5,1,5,5,5,5,3,5,5,5,6,30,2.0,china,china,china,3,4,4,9,New Zealand,5,4,5,Chinese,4,4,4,2.0,2.0,2.0,999.0
124,R_2WCppBUlX0PR9sw,6.0,6,6,6,7,6,5,5,6,5,5,6,6,6,6,2.0,2,2,2,1,2,4,2,2,2,2,3,2,3,2,2,4,2,3,3,4,4,2,2,3,2,3,2,4,2,3,5,21,2.0,victoria ,victoria ,australia ,4,5,5,9,"Hong Kong, America ",4,4,4,Italian ,4,4,4,1.0,1.0,1.0,1.0
125,R_UfOXWj94KrCsdUd,7.0,6,7,7,7,7,6,5,5,5,6,6,5,5,5,1.0,2,1,3,1,2,4,2,1,3,3,2,1,1,2,1,6,1,3,5,3,4,3,2,4,3,2,4,6,4,4,5,22,2.0,australia ,england ,australia ,4,5,5,9,Hong Kong ,4,3,2,Australian,4,5,5,1.0,1.0,1.0,1.0
126,R_2b2W05NnjFpHwEX,5.0,3,3,3,5,3,6,6,5,5,6,6,6,6,6,6.0,5,3,3,5,5,5,2,3,5,3,2,6,5,4,5,6,5,3,6,6,4,2,5,4,3,5,5,6,4,4,5,21,3.0,cambodia,cambodia,australia,4,4,2,10,,,,,Khmer,4,4,2,2.0,2.0,1.0,2.0
127,R_wN3pWSedoXSSg5H,1.0,7,1,1,1,1,7,7,7,7,7,6,6,7,6,7.0,7,7,2,2,7,6,2,6,2,6,6,6,7,7,7,7,6,6,3,7,2,7,7,7,3,6,7,5,2,7,2,45,1.0,china,china ,china,5,5,5,10,,,,,,5,5,5,2.0,2.0,2.0,999.0
128,R_3D0cNM3JIjTQJbH,2.0,2,2,2,2,2,7,7,7,7,7,5,5,5,5,6.0,2,6,2,1,2,2,2,6,2,2,2,2,6,6,2,6,6,6,6,6,6,6,7,6,6,6,6,6,7,7,6,,2.0,china,japan,australia,1,1,1,10,,,,,Japanese and chinese ,5,5,5,2.0,2.0,1.0,2.0
129,R_2ROIiqQnZc7lPlA,1.0,1,1,1,1,1,7,7,7,7,7,5,5,5,5,6.0,1,5,1,2,3,7,2,7,2,3,2,1,3,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,30,1.0,korea ,korea ,korea ,5,5,5,9,AUS,5,5,5,KOREAN ASIAN,5,5,5,2.0,2.0,2.0,999.0
130,R_1i3PddALpRYPNoF,1.0,1,1,1,1,1,7,7,7,7,6,2,5,2,2,7.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,1.0,south korea ,australia ,australia ,4,5,4,10,,,,,ASIAN ,5,2,5,1.0,2.0,1.0,2.0
131,R_qRyGu7AO4n08vcJ,5.0,6,6,6,5,2,5,5,6,2,5,5,6,6,5,3.0,2,1,4,4,6,5,5,2,2,4,3,3,5,2,3,6,5,2,5,5,4,4,2,4,5,5,3,5,5,4,6,20,1.0,australia,greece,australia,2,2,2,10,,,,,Greek,3,3,2,1.0,1.0,1.0,1.0
132,R_1gOBKni4idknFhl,2.0,6,7,6,7,2,6,6,7,2,6,6,6,6,6,1.0,1,1,2,1,3,2,2,1,3,1,1,2,2,2,1,4,5,4,5,4,4,4,3,2,4,2,4,5,3,4,5,20,2.0,"melbourne, australia","melbourne, australia",australia,4,4,4,10,,,,,Italian,4,4,4,1.0,1.0,1.0,1.0
133,R_bjcJH0qYxehC0cF,6.0,6,7,7,6,6,6,6,4,5,6,6,6,7,5,4.0,1,1,5,3,6,4,1,1,1,3,4,3,4,1,3,4,3,4,4,4,4,2,3,1,4,4,3,4,1,1,2,21,1.0,australia,australia,australia,5,5,4,10,,,,,Italian,5,5,4,1.0,1.0,1.0,1.0
134,R_25EDoPixaApKDq2,7.0,7,7,7,7,6,6,3,6,2,5,6,7,7,7,1.0,2,1,6,1,7,7,2,1,1,3,1,1,6,1,1,5,7,5,6,5,2,3,3,2,2,5,3,5,5,3,5,28,2.0,australia,australia,australia,4,5,4,9,America,2,1,1,Italian ,4,4,5,1.0,1.0,1.0,1.0
135,R_3xAVGLxdFVa4dxv,7.0,6,7,7,6,6,5,6,7,5,6,5,6,6,6,1.0,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,3,3,1,2,2,2,2,1,1,2,2,3,2,2,1,1,54,2.0,australia,australia ,australia,5,5,4,9,Italy ,5,5,4,Australian,5,5,4,1.0,1.0,1.0,1.0
136,R_3RkkFwnCl0iCNtA,5.0,5,4,4,4,5,5,6,4,5,6,5,6,6,3,4.0,4,3,4,4,4,5,4,4,3,5,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,5,4,4,3,21,1.0,china,china,china,5,5,5,9,,5,5,5,no,4,4,3,2.0,2.0,2.0,999.0
137,R_1kNc4KRqOCtoNJN,5.0,5,2,3,5,2,7,6,6,7,7,7,7,7,7,1.0,1,1,2,1,3,3,2,1,1,1,4,1,4,1,1,3,1,1,3,1,3,2,3,1,4,4,2,2,3,3,4,33,2.0,china,china,china,5,5,5,9,Australia,2,1,2,Han,5,5,5,2.0,2.0,2.0,999.0
138,R_ZIYQfJphMl3knYt,4.0,3,3,3,3,2,2,6,3,2,3,5,6,6,6,3.0,6,5,6,5,6,6,3,1,5,6,5,2,5,2,2,4,7,6,6,7,4,7,2,4,2,7,1,6,7,3,7,21,1.0,china,china,china,1,2,2,9,Australia,2,3,2,Chinese,2,3,2,2.0,2.0,2.0,999.0
139,R_1FbVbIyqZDb6jQ8,6.0,7,7,4,7,5,6,6,5,5,6,3,4,5,5,6.0,5,2,5,4,6,6,5,5,3,6,6,6,6,7,4,5,6,5,5,6,6,6,5,4,6,6,4,6,5,6,5,22,1.0,china,china,china,4,4,4,10,,,,,Aisan,4,4,4,2.0,2.0,2.0,999.0
140,R_12sXx5IWa0JX2v3,6.0,2,4,3,3,2,3,6,6,6,6,6,6,6,6,2.0,2,2,2,2,2,3,2,2,2,2,4,2,2,2,2,6,5,3,4,6,5,6,3,3,3,6,3,5,2,5,6,21,2.0,"shanghai, china","shanghai, china",china,5,5,5,10,,,,,Chinese,5,5,5,2.0,2.0,2.0,999.0
141,R_3Hhn5shhM8hruSJ,1.0,5,5,4,3,2,3,3,2,2,3,2,5,5,4,6.0,3,6,3,4,5,3,3,3,3,3,5,5,5,3,5,5,5,3,3,2,3,5,3,2,5,5,4,1,5,3,3,22,1.0,china,china,china,3,3,3,9,Australia,1,1,2,Chinese,2,2,2,2.0,2.0,2.0,999.0
142,R_3gUvFnbOB3Qqom1,6.0,7,7,7,7,5,7,7,7,6,7,6,7,7,6,1.0,4,1,2,2,3,2,1,1,1,2,1,1,1,1,3,1,2,1,3,3,4,3,1,1,1,2,3,3,3,2,3,30,2.0,nz,nz,nz,4,5,4,9,AUS ,4,4,4,,3,3,3,1.0,1.0,1.0,1.0
143,R_3Dbk0SSEh9EYnNI,4.0,6,7,6,5,6,4,5,4,5,6,5,6,6,2,1.0,1,1,2,1,6,4,2,2,1,3,3,2,2,1,2,4,4,2,4,4,4,4,2,4,4,4,4,3,3,3,4,20,2.0,melbourne ,sale,australia,5,4,4,10,,,,,Irish ,1,1,1,1.0,1.0,1.0,1.0
144,R_Qd0BWEOKd8jCnIJ,7.0,7,7,7,6,5,5,6,6,7,7,5,6,6,6,2.0,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,,2.0,hong kong,hong kong,hong kong,4,4,5,9,Australia,3,4,4,Hong kong,4,5,5,2.0,2.0,2.0,999.0
145,R_9TTCIyZ7AY6xjjP,4.0,5,6,4,7,4,4,5,3,3,4,5,5,5,5,1.0,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,3,3,2,2,2,4,4,2,2,2,3,3,1,4,50,2.0,australia ,australia ,australia ,5,2,2,9,New Zealand ,4,2,1,Non,3,1,1,1.0,1.0,1.0,1.0
146,R_bE4BRhrSvnvkPTz,6.0,6,6,6,6,6,5,6,5,6,6,6,4,4,5,2.0,3,2,4,3,3,2,3,3,4,3,3,2,4,4,2,4,4,3,4,5,4,3,4,4,4,4,2,4,4,4,5,24,2.0,australia,australia,australia,4,5,4,10,,,,,Caucasian ,4,5,4,1.0,1.0,1.0,1.0
147,R_1irFjsEscNnTcab,6.0,6,7,6,6,6,5,7,7,5,6,3,5,2,3,3.0,3,1,2,1,4,4,3,1,3,1,1,1,4,4,1,4,4,3,4,5,4,3,4,3,3,4,4,5,4,4,5,20,2.0,australia,australia ,australia ,4,4,4,10,,,,,Italian ,4,5,5,1.0,1.0,1.0,1.0
148,R_ZFbSS7ZyTc3oslX,6.0,6,6,7,7,6,5,3,2,3,6,6,7,7,5,2.0,2,1,2,2,2,2,3,2,2,2,1,2,3,1,2,5,6,2,5,5,3,2,2,2,2,6,2,4,2,4,3,23,2.0,australia,australia ,australia ,4,3,4,10,,,,,English/Irish ,2,2,4,1.0,1.0,1.0,1.0
149,R_Q51MpXEVacdOjqp,5.0,5,5,6,4,3,3,5,5,6,6,6,5,4,3,2.0,6,3,6,4,7,5,3,5,6,5,3,5,3,3,5,6,7,5,6,7,6,7,5,5,5,6,6,7,5,6,7,21,2.0,"melbourne, australia ","melbourne, australia ",australia ,4,3,4,10,,,,,White (English/ Scottish) ,3,3,4,1.0,1.0,1.0,1.0
